observation,series,Time,measurement,Units,time
SUVR,Crenezumab,3.798241698,1.410400204,[dimensionless],73.7982417
SUVR,Crenezumab,3.881954273,1.409937383,[dimensionless],73.88195427
SUVR,Crenezumab,3.954251497,1.409424975,[dimensionless],73.9542515
SUVR,Crenezumab,0,1.398404255,[dimensionless],70
SUVR,Crenezumab,0.1,1.405975177,[dimensionless],70.1
SUVR,Crenezumab,0.309090909,1.421128304,[dimensionless],70.30909091
SUVR,Crenezumab,0.509090909,1.425099936,[dimensionless],70.50909091
SUVR,Crenezumab,0.663636364,1.425291747,[dimensionless],70.66363636
SUVR,Gantenerumab,0.19860098,1.376888188,[dimensionless],70.19860098
SUVR,Gantenerumab,0.282313555,1.362682418,[dimensionless],70.28231356
SUVR,Gantenerumab,0.36602613,1.348476647,[dimensionless],70.36602613
SUVR,Gantenerumab,0.449738704,1.334695917,[dimensionless],70.4497387
SUVR,Gantenerumab,0.533451279,1.321198546,[dimensionless],70.53345128
SUVR,Gantenerumab,0.617163854,1.307984535,[dimensionless],70.61716385
SUVR,Gantenerumab,0.700876429,1.295195563,[dimensionless],70.70087643
SUVR,Gantenerumab,0.784589004,1.282689952,[dimensionless],70.784589
SUVR,Gantenerumab,0.868301579,1.27075106,[dimensionless],70.86830158
SUVR,Gantenerumab,0.952014154,1.259095528,[dimensionless],70.95201415
SUVR,Gantenerumab,1.035726728,1.247865035,[dimensionless],71.03572673
SUVR,Gantenerumab,1.119439303,1.236776222,[dimensionless],71.1194393
SUVR,Gantenerumab,1.203151878,1.225829089,[dimensionless],71.20315188
SUVR,Gantenerumab,1.286864453,1.215448676,[dimensionless],71.28686445
SUVR,Gantenerumab,1.370577028,1.205493303,[dimensionless],71.37057703
SUVR,Gantenerumab,1.454289603,1.195679609,[dimensionless],71.4542896
SUVR,Gantenerumab,1.538002177,1.186715995,[dimensionless],71.53800218
SUVR,Gantenerumab,1.621714752,1.181294377,[dimensionless],71.62171475
SUVR,Gantenerumab,1.704666304,1.179484653,[dimensionless],71.7046663
SUVR,Gantenerumab,1.789139902,1.177251778,[dimensionless],71.7891399
SUVR,Gantenerumab,1.872852477,1.177072317,[dimensionless],71.87285248
SUVR,Gantenerumab,1.956565052,1.174484297,[dimensionless],71.95656505
SUVR,Gantenerumab,2.040277627,1.174446516,[dimensionless],72.04027763
SUVR,Gantenerumab,2.123990201,1.174550415,[dimensionless],72.1239902
SUVR,Gantenerumab,2.207702776,1.174654313,[dimensionless],72.20770278
SUVR,Gantenerumab,2.291415351,1.174758212,[dimensionless],72.29141535
SUVR,Gantenerumab,2.375127926,1.17486211,[dimensionless],72.37512793
SUVR,Gantenerumab,2.458840501,1.177232887,[dimensionless],72.4588405
SUVR,Gantenerumab,2.542553076,1.178186865,[dimensionless],72.54255308
SUVR,Gantenerumab,2.622460533,1.178753585,[dimensionless],72.62246053
SUVR,Gantenerumab,2.709978225,1.18136994,[dimensionless],72.70997823
SUVR,Gantenerumab,2.7936908,1.181615518,[dimensionless],72.7936908
SUVR,Gantenerumab,2.877403375,1.183844615,[dimensionless],72.87740338
SUVR,Gantenerumab,2.96111595,1.185223633,[dimensionless],72.96111595
SUVR,Gantenerumab,3.044828525,1.188019449,[dimensionless],73.04482853
SUVR,Gantenerumab,3.1285411,1.189540147,[dimensionless],73.1285411
SUVR,Gantenerumab,3.212253674,1.191627564,[dimensionless],73.21225367
SUVR,Gantenerumab,3.295966249,1.194281701,[dimensionless],73.29596625
SUVR,Gantenerumab,3.379678824,1.196369118,[dimensionless],73.37967882
SUVR,Gantenerumab,3.463391399,1.198598215,[dimensionless],73.4633914
SUVR,Gantenerumab,3.547103974,1.200968991,[dimensionless],73.54710397
SUVR,Gantenerumab,3.630816549,1.203623128,[dimensionless],73.63081655
SUVR,Gantenerumab,3.716220287,1.206310848,[dimensionless],73.71622029
SUVR,Gantenerumab,3.798241698,1.208789721,[dimensionless],73.7982417
SUVR,Gantenerumab,3.881954273,1.211302178,[dimensionless],73.88195427
SUVR,Gantenerumab,3.958056614,1.214403393,[dimensionless],73.95805661
SUVR,Gantenerumab,0.009090909,1.398415538,[dimensionless],70.00909091
SUVR,Gantenerumab,0.1,1.39108156,[dimensionless],70.1
SUVR,Bapineuzumab,0.176531301,1.389385299,[dimensionless],70.1765313
SUVR,Bapineuzumab,0.262526946,1.380297006,[dimensionless],70.26252695
SUVR,Bapineuzumab,0.343195427,1.370408694,[dimensionless],70.34319543
SUVR,Bapineuzumab,0.426908002,1.359886601,[dimensionless],70.426908
SUVR,Bapineuzumab,0.510620577,1.349747044,[dimensionless],70.51062058
SUVR,Bapineuzumab,0.594333152,1.340117534,[dimensionless],70.59433315
SUVR,Bapineuzumab,0.678045727,1.3305872,[dimensionless],70.67804573
SUVR,Bapineuzumab,0.761758302,1.321623586,[dimensionless],70.7617583
SUVR,Bapineuzumab,0.845470876,1.312801651,[dimensionless],70.84547088
SUVR,Bapineuzumab,0.929183451,1.304546436,[dimensionless],70.92918345
SUVR,Bapineuzumab,1.012896026,1.296574581,[dimensionless],71.01289603
SUVR,Bapineuzumab,1.096608601,1.288319366,[dimensionless],71.0966086
SUVR,Bapineuzumab,1.180321176,1.280489191,[dimensionless],71.18032118
SUVR,Bapineuzumab,1.264033751,1.272942375,[dimensionless],71.26403375
SUVR,Bapineuzumab,1.347746326,1.26539556,[dimensionless],71.34774633
SUVR,Bapineuzumab,1.4314589,1.258415464,[dimensionless],71.4314589
SUVR,Bapineuzumab,1.515171475,1.252143768,[dimensionless],71.51517148
SUVR,Bapineuzumab,1.597362003,1.246833605,[dimensionless],71.597362
SUVR,Bapineuzumab,1.684118672,1.24195415,[dimensionless],71.68411867
SUVR,Bapineuzumab,1.7663092,1.237437395,[dimensionless],71.7663092
SUVR,Bapineuzumab,1.848499728,1.234054079,[dimensionless],71.84849973
SUVR,Bapineuzumab,1.931197605,1.230935862,[dimensionless],71.93119761
SUVR,Bapineuzumab,2.017446924,1.228823258,[dimensionless],72.01744692
SUVR,Bapineuzumab,2.101159499,1.226518598,[dimensionless],72.1011595
SUVR,Bapineuzumab,2.184872074,1.225205698,[dimensionless],72.18487207
SUVR,Bapineuzumab,2.268584649,1.223467758,[dimensionless],72.26858465
SUVR,Bapineuzumab,2.352297224,1.223146617,[dimensionless],72.35229722
SUVR,Bapineuzumab,2.436009799,1.223250515,[dimensionless],72.4360098
SUVR,Bapineuzumab,2.519722373,1.223354414,[dimensionless],72.51972237
SUVR,Bapineuzumab,2.603434948,1.223458313,[dimensionless],72.60343495
SUVR,Bapineuzumab,2.687147523,1.223562211,[dimensionless],72.68714752
SUVR,Bapineuzumab,2.770860098,1.22366611,[dimensionless],72.7708601
SUVR,Bapineuzumab,2.854572673,1.223770008,[dimensionless],72.85457267
SUVR,Bapineuzumab,2.938285248,1.226282465,[dimensionless],72.93828525
SUVR,Bapineuzumab,3.021997823,1.227094763,[dimensionless],73.02199782
SUVR,Bapineuzumab,3.105710397,1.227340342,[dimensionless],73.1057104
SUVR,Bapineuzumab,3.189422972,1.229852798,[dimensionless],73.18942297
SUVR,Bapineuzumab,3.273135547,1.230523416,[dimensionless],73.27313555
SUVR,Bapineuzumab,3.354673769,1.231960455,[dimensionless],73.35467377
SUVR,Bapineuzumab,3.440560697,1.233848171,[dimensionless],73.4405607
SUVR,Bapineuzumab,3.535145035,1.236637241,[dimensionless],73.53514504
SUVR,Bapineuzumab,3.596570495,1.237158758,[dimensionless],73.5965705
SUVR,Bapineuzumab,3.691698421,1.240393782,[dimensionless],73.69169842
SUVR,Bapineuzumab,3.771183088,1.24118509,[dimensionless],73.77118309
SUVR,Bapineuzumab,3.855318454,1.243713814,[dimensionless],73.85531845
SUVR,Bapineuzumab,3.95044638,1.246948838,[dimensionless],73.95044638
SUVR,Bapineuzumab,0.009090909,1.398415538,[dimensionless],70.00909091
SUVR,Bapineuzumab,0.090909091,1.398517086,[dimensionless],70.09090909
SUVR,Bapineuzumab,0.136363636,1.394850097,[dimensionless],70.13636364
SUVR,Aducanemab,0.061616766,1.391169521,[dimensionless],70.06161677
SUVR,Aducanemab,0.170334396,1.374059987,[dimensionless],70.1703344
SUVR,Aducanemab,0.251872618,1.355418962,[dimensionless],70.25187262
SUVR,Aducanemab,0.335585193,1.337104475,[dimensionless],70.33558519
SUVR,Aducanemab,0.419297768,1.319073348,[dimensionless],70.41929777
SUVR,Aducanemab,0.503010343,1.302884059,[dimensionless],70.50301034
SUVR,Aducanemab,0.586722918,1.28655309,[dimensionless],70.58672292
SUVR,Aducanemab,0.670435493,1.271072201,[dimensionless],70.67043549
SUVR,Aducanemab,0.754148068,1.256158031,[dimensionless],70.75414807
SUVR,Aducanemab,0.837860642,1.242377301,[dimensionless],70.83786064
SUVR,Aducanemab,0.921573217,1.22902161,[dimensionless],70.92157322
SUVR,Aducanemab,1.005285792,1.216090958,[dimensionless],71.00528579
SUVR,Aducanemab,1.088998367,1.203585347,[dimensionless],71.08899837
SUVR,Aducanemab,1.172710942,1.191079735,[dimensionless],71.17271094
SUVR,Aducanemab,1.256423517,1.179707563,[dimensionless],71.25642352
SUVR,Aducanemab,1.340136091,1.16876043,[dimensionless],71.34013609
SUVR,Aducanemab,1.423848666,1.158380017,[dimensionless],71.42384867
SUVR,Aducanemab,1.507561241,1.148991363,[dimensionless],71.50756124
SUVR,Aducanemab,1.591273816,1.142577986,[dimensionless],71.59127382
SUVR,Aducanemab,1.674986391,1.138148128,[dimensionless],71.67498639
SUVR,Aducanemab,1.758698966,1.13442667,[dimensionless],71.75869897
SUVR,Aducanemab,1.842411541,1.131413611,[dimensionless],71.84241154
SUVR,Aducanemab,1.926124115,1.128967271,[dimensionless],71.92612412
SUVR,Aducanemab,2.00983669,1.126095892,[dimensionless],72.00983669
SUVR,Aducanemab,2.093549265,1.124074593,[dimensionless],72.09354927
SUVR,Aducanemab,2.17726184,1.123186732,[dimensionless],72.17726184
SUVR,Aducanemab,2.260974415,1.121165432,[dimensionless],72.26097442
SUVR,Aducanemab,2.34468699,1.120277572,[dimensionless],72.34468699
SUVR,Aducanemab,2.428399565,1.12038147,[dimensionless],72.42839957
SUVR,Aducanemab,2.512112139,1.120485369,[dimensionless],72.51211214
SUVR,Aducanemab,2.595824714,1.120589267,[dimensionless],72.59582471
SUVR,Aducanemab,2.679537289,1.120693166,[dimensionless],72.67953729
SUVR,Aducanemab,2.763249864,1.120797064,[dimensionless],72.76324986
SUVR,Aducanemab,2.816521502,1.120863182,[dimensionless],72.8165215
SUVR,Aducanemab,2.948178552,1.122740913,[dimensionless],72.94817855
SUVR,Aducanemab,3.029608057,1.123394529,[dimensionless],73.02960806
SUVR,Aducanemab,3.086684812,1.124315448,[dimensionless],73.08668481
SUVR,Aducanemab,3.20464344,1.127578809,[dimensionless],73.20464344
SUVR,Aducanemab,3.288356015,1.127682707,[dimensionless],73.28835602
SUVR,Aducanemab,3.37206859,1.129345084,[dimensionless],73.37206859
SUVR,Aducanemab,3.454829886,1.130811471,[dimensionless],73.45482989
SUVR,Aducanemab,3.53949374,1.132669839,[dimensionless],73.53949374
SUVR,Aducanemab,3.623206315,1.134332217,[dimensionless],73.62320632
SUVR,Aducanemab,3.706918889,1.136844673,[dimensionless],73.70691889
SUVR,Aducanemab,3.790631464,1.13893209,[dimensionless],73.79063146
SUVR,Aducanemab,3.874344039,1.141586227,[dimensionless],73.87434404
SUVR,Aducanemab,3.958056614,1.143673644,[dimensionless],73.95805661
SUVR,Aducanemab,0.009090909,1.398415538,[dimensionless],70.00909091
SUVR,Placebo,0,1.394680851,[dimensionless],70
SUVR,Placebo,0.172727273,1.406065442,[dimensionless],70.17272727
SUVR,Placebo,0.581818182,1.4251902,[dimensionless],70.58181818
SUVR,Placebo,1.109090909,1.45563185,[dimensionless],71.10909091
SUVR,Placebo,1.854545455,1.497514507,[dimensionless],71.85454546
SUVR,Placebo,2.690909091,1.546956802,[dimensionless],72.69090909
SUVR,Placebo,3.472727273,1.592607995,[dimensionless],73.47272727
SUVR,Placebo,3.981818182,1.623027079,[dimensionless],73.98181818
